* Jan 1,|2014|Wednesday|9|5|3|4|11|28|93|150|189|245|300|405|430|380|367|367|411|455|332|236|175|111|50|22|4778|402|North
* Jan 2,|2014|Thursday|19|10|7|7|19|49|172|291|337|429|527|760|741|671|679|709|757|804|615|448|334|202|87|39|8713|402|North
* Jan 3,|2014|Friday|20|8|8|11|23|54|172|298|366|499|616|835|858|808|772|784|863|816|587|404|291|212|116|64|9485|402|North
* Jan 4,|2014|Saturday|30|17|12|12|9|25|69|139|252|425|608|811|887|866|847|842|773|602|479|266|202|153|100|57|8483|402|North
* Jan 5,|2014|Sunday|20|10|7|4|5|7|36|68|129|146|267|347|448|465|502|519|502|377|254|166|106|75|50|24|4534|402|North
* Jan 6,|2014|Monday|11|10|8|7|14|37|118|201|243|318|430|546|544|505|488|507|586|605|490|351|268|150|65|31|6533|402|North
* Jan 7,|2014|Tuesday|11|9|7|7|10|31|131|207|235|313|374|555|546|516|492|532|561|611|456|319|237|156|69|27|6412|402|North
* Jan 8,|2014|Wednesday|18|10|7|8|22|53|173|278|350|453|555|749|794|703|678|678|759|841|614|437|324|206|93|42|8845|402|North
* Jan 9,|2014|Thursday|19|11|8|8|19|50|173|292|338|429|528|760|741|671|680|709|757|804|615|448|334|203|87|40|8724|402|North
* Jan 10,|2014|Friday|20|9|9|12|23|55|173|299|367|499|616|835|858|808|773|784|863|817|588|404|292|212|116|65|9497|402|North
* Jan 11,|2014|Saturday|31|17|12|12|10|26|69|139|253|425|609|811|887|867|848|843|774|603|479|267|203|154|101|59|8499|402|North
* Jan 12,|2014|Sunday|28|14|10|7|8|11|49|93|176|199|362|469|606|630|680|703|680|510|345|225|144|102|68|30|6149|402|North
* Jan 13,|2014|Monday|15|13|10|9|19|49|156|266|322|421|570|723|720|669|647|671|775|801|648|465|355|198|86|41|8649|402|North
* Jan 14,|2014|Tuesday|11|9|7|7|10|31|131|207|235|313|374|555|546|516|492|532|561|611|456|319|237|156|69|27|6412|402|North
* Jan 15,|2014|Wednesday|18|9|7|8|22|52|169|273|343|444|543|733|777|688|664|664|744|823|602|428|318|202|91|39|8661|402|North
* Jan 16,|2014|Thursday|19|10|8|8|19|49|169|286|331|420|517|744|726|657|665|695|742|788|602|439|327|198|86|37|8542|402|North
* Jan 17,|2014|Friday|20|8|8|11|23|54|169|292|359|489|604|818|840|792|757|768|845|800|575|396|286|208|114|63|9299|402|North
* Jan 18,|2014|Saturday|30|17|12|12|9|25|68|136|247|417|596|795|869|849|830|826|758|591|469|261|198|150|99|58|8322|402|North
* Jan 19,|2014|Sunday|27|14|9|7|8|10|48|91|172|195|354|460|593|617|666|688|666|499|337|220|141|100|67|32|6021|402|North
* Jan 20,|2014|Monday|14|12|10|9|18|46|148|252|305|399|539|684|682|634|612|635|734|758|614|440|336|188|82|38|8189|402|North
* Jan 21,|2014|Tuesday|14|12|9|9|12|39|165|259|295|392|469|695|684|647|616|667|703|766|572|400|297|195|86|34|8037|402|North
* Jan 22,|2014|Wednesday|17|9|6|7|20|49|160|258|325|420|514|694|736|651|628|628|704|780|570|405|301|191|86|41|8200|402|North
* Jan 23,|2014|Thursday|18|10|7|7|18|46|160|271|313|398|489|705|687|622|630|658|702|746|570|416|310|188|81|36|8088|402|North
* Jan 24,|2014|Friday|19|8|8|11|21|51|160|277|340|463|571|774|796|749|717|727|800|757|545|375|271|197|108|59|8804|402|North
* Jan 25,|2014|Saturday|28|16|12|12|9|24|64|129|234|394|565|752|823|804|786|782|718|559|444|248|188|142|93|54|7880|402|North
* Jan 26,|2014|Sunday|26|13|9|6|7|10|45|86|163|184|336|435|562|584|630|652|630|473|320|208|134|94|63|31|5701|402|North
* Jan 27,|2014|Monday|14|13|10|9|18|47|149|255|309|403|545|692|689|641|619|642|742|767|621|445|340|190|83|38|8281|402|North
* Jan 28,|2014|Tuesday|14|12|9|9|13|40|167|262|298|396|474|703|691|655|623|674|711|774|578|404|301|197|87|35|8127|402|North
* Jan 29,|2014|Wednesday|17|9|6|7|21|49|162|261|328|425|520|702|744|659|635|635|712|788|576|409|304|193|87|43|8292|402|North
* Jan 30,|2014|Thursday|18|10|7|7|18|47|162|274|317|402|495|713|695|629|637|665|710|754|577|420|313|190|82|37|8179|402|North
* Jan 31,|2014|Friday|19|8|8|11|22|51|162|280|344|468|578|783|805|758|725|735|809|766|551|379|274|199|109|59|8903|402|North
* Jan 1,|2014|Wednesday|14|8|3|3|14|52|77|177|256|277|276|344|409|388|350|366|359|379|309|210|158|106|49|26|4610|402|South
* Jan 2,|2014|Thursday|23|11|6|7|27|93|138|335|466|482|491|605|730|674|643|675|701|700|574|393|277|191|91|53|8386|402|South
* Jan 3,|2014|Friday|27|15|11|7|31|95|141|344|475|530|538|684|805|819|722|741|729|695|542|423|293|236|145|77|9125|402|South
* Jan 4,|2014|Saturday|51|26|16|12|11|26|81|180|304|474|599|726|824|846|846|815|711|575|425|292|245|190|127|82|8484|402|South
* Jan 5,|2014|Sunday|35|17|11|6|5|14|32|53|117|186|303|403|479|548|550|545|457|345|237|161|107|90|57|27|4785|402|South
* Jan 6,|2014|Monday|16|11|7|4|16|71|100|236|342|358|349|438|500|493|458|510|510|539|438|278|207|140|68|36|6125|402|South
* Jan 7,|2014|Tuesday|15|9|4|4|19|69|103|249|342|338|337|458|514|514|462|476|515|503|418|285|204|137|73|35|6083|402|South
* Jan 8,|2014|Wednesday|26|15|6|6|27|97|143|328|474|512|510|635|755|717|647|677|664|701|572|388|292|197|92|48|8529|402|South
* Jan 9,|2014|Thursday|24|12|7|8|28|93|138|335|466|483|491|606|730|675|643|676|702|701|574|394|277|192|91|52|8398|402|South
* Jan 10,|2014|Friday|28|15|12|8|32|95|141|345|475|531|539|685|806|820|723|741|730|695|543|424|294|236|146|77|9141|402|South
* Jan 11,|2014|Saturday|52|27|16|12|12|27|82|181|304|474|599|727|825|847|847|816|711|575|425|293|246|190|128|82|8498|402|South
* Jan 12,|2014|Sunday|48|24|15|9|8|20|44|72|159|252|411|546|648|741|744|738|619|467|321|219|145|122|78|37|6487|402|South
* Jan 13,|2014|Monday|21|14|9|5|21|94|133|312|453|475|462|580|663|652|606|676|676|713|580|368|273|185|90|48|8109|402|South
* Jan 14,|2014|Tuesday|15|9|4|4|19|69|103|249|342|338|337|458|514|514|462|476|515|503|418|285|204|137|73|35|6083|402|South
* Jan 15,|2014|Wednesday|25|15|6|6|26|95|140|321|464|501|499|622|740|702|633|663|650|686|560|380|286|193|90|48|8351|402|South
* Jan 16,|2014|Thursday|23|11|7|8|27|91|135|328|457|473|481|593|715|661|630|662|687|686|562|385|272|188|89|52|8223|402|South
* Jan 17,|2014|Friday|27|15|11|8|31|93|138|338|465|520|528|670|789|803|708|726|715|681|531|415|288|231|143|76|8950|402|South
* Jan 18,|2014|Saturday|51|26|16|12|11|26|80|177|298|464|587|712|808|829|829|799|697|563|416|287|241|186|125|81|8321|402|South
* Jan 19,|2014|Sunday|47|23|15|8|8|20|43|70|156|247|402|535|634|726|728|723|606|457|314|214|142|119|76|39|6352|402|South
* Jan 20,|2014|Monday|20|13|9|4|20|89|125|295|429|449|438|549|627|618|574|640|640|675|549|349|259|175|85|47|7678|402|South
* Jan 21,|2014|Tuesday|19|12|5|4|24|86|129|312|428|424|422|574|644|644|579|596|646|630|523|357|255|172|92|49|7626|402|South
* Jan 22,|2014|Wednesday|24|14|5|5|25|90|133|304|440|474|472|589|700|665|600|627|616|650|530|359|271|182|85|47|7907|402|South
* Jan 23,|2014|Thursday|22|11|6|7|26|86|128|311|432|448|456|561|677|625|596|626|650|649|532|365|257|178|85|51|7785|402|South
* Jan 24,|2014|Friday|26|14|11|7|29|88|131|320|441|492|499|635|747|760|670|687|677|645|503|393|272|219|135|73|8474|402|South
* Jan 25,|2014|Saturday|48|25|15|12|11|25|76|167|282|440|555|674|765|785|785|757|660|533|394|272|228|176|118|76|7879|402|South
* Jan 26,|2014|Sunday|44|22|14|8|7|19|41|67|148|234|381|506|601|687|690|684|574|432|297|203|134|113|72|36|6014|402|South
* Jan 27,|2014|Monday|20|13|9|4|20|90|127|299|434|454|443|555|634|625|580|647|647|683|555|353|262|177|86|47|7764|402|South
* Jan 28,|2014|Tuesday|19|12|5|5|24|87|131|316|433|428|427|581|652|652|585|603|654|637|529|361|258|174|93|46|7712|402|South
* Jan 29,|2014|Wednesday|24|14|5|5|25|91|134|308|445|480|478|596|708|672|606|634|623|657|536|364|274|184|86|47|7996|402|South
* Jan 30,|2014|Thursday|22|11|6|7|26|87|130|314|437|453|461|568|685|633|603|633|658|657|538|369|260|180|85|50|7873|402|South
* Jan 31,|2014|Friday|26|14|11|7|30|89|132|323|446|498|505|642|755|769|678|695|684|652|509|397|275|221|137|74|8569|402|South
* Feb 1,|2014|Saturday|28|16|14|8|12|23|61|127|265|440|622|782|879|809|787|780|788|601|475|325|236|154|102|53|8387|402|North
* Feb 2,|2014|Sunday|35|21|15|8|5|19|48|101|172|212|361|490|639|645|631|672|634|465|316|222|146|104|77|33|6071|402|North
* Feb 3,|2014|Monday|15|9|10|10|23|47|161|273|340|427|543|727|700|640|586|671|743|794|616|467|327|184|84|41|8438|402|North
* Feb 4,|2014|Tuesday|14|8|9|8|18|45|175|285|331|425|524|776|708|644|639|691|748|801|616|427|312|192|93|40|8529|402|North
* Feb 5,|2014|Wednesday|19|8|6|8|25|49|172|277|334|466|552|719|726|620|643|652|782|819|659|426|330|215|93|40|8640|402|North
* Feb 6,|2014|Thursday|16|12|7|8|20|53|176|281|331|441|552|762|740|697|665|684|793|797|623|458|329|189|90|43|8767|402|North
* Feb 7,|2014|Friday|21|13|7|7|21|47|158|298|354|484|605|833|800|712|716|733|799|786|542|387|253|192|101|58|8927|402|North
* Feb 8,|2014|Saturday|29|17|14|8|12|24|63|131|273|455|643|808|909|836|813|807|814|621|491|336|244|159|105|55|8667|402|North
* Feb 9,|2014|Sunday|36|21|16|8|6|20|49|104|178|220|373|506|660|666|652|695|655|480|326|230|151|107|79|35|6273|402|North
* Feb 10,|2014|Monday|16|10|11|11|24|49|168|284|354|445|567|758|730|668|611|700|775|828|643|487|341|192|87|42|8801|402|North
* Feb 11,|2014|Tuesday|15|9|10|9|18|47|182|297|345|443|546|809|738|671|667|721|780|835|642|445|325|200|97|44|8895|402|North
* Feb 12,|2014|Wednesday|19|9|6|9|26|51|179|289|348|486|576|750|757|647|670|680|816|855|688|444|344|224|97|42|9012|402|North
* Feb 13,|2014|Thursday|16|13|7|9|21|55|183|293|345|460|575|794|772|727|694|713|827|831|650|477|343|197|94|48|9144|402|North
* Feb 14,|2014|Friday|22|14|7|8|22|49|165|310|370|504|632|869|834|743|747|764|833|820|566|404|264|200|106|58|9311|402|North
* Feb 15,|2014|Saturday|30|17|15|9|13|25|66|137|285|474|670|843|948|872|848|841|849|648|512|350|254|166|110|58|9040|402|North
* Feb 16,|2014|Sunday|38|22|16|9|6|20|51|109|185|229|389|528|689|695|680|725|683|501|341|240|157|112|82|36|6543|402|North
* Feb 17,|2014|Monday|15|9|10|10|23|47|161|273|340|427|543|727|700|640|586|671|743|794|616|467|327|184|84|41|8438|402|North
* Feb 18,|2014|Tuesday|14|8|9|8|18|45|175|285|331|425|524|776|708|644|639|691|748|801|616|427|312|192|93|40|8529|402|North
* Feb 19,|2014|Wednesday|19|8|6|8|25|49|172|277|334|466|552|719|726|620|643|652|782|819|659|426|330|215|93|40|8640|402|North
* Feb 20,|2014|Thursday|13|10|5|7|17|43|142|227|267|356|445|614|597|562|536|551|640|643|503|369|266|152|73|32|7070|402|North
* Feb 21,|2014|Friday|17|11|5|6|17|38|128|240|286|390|488|672|645|575|578|591|644|634|437|312|204|155|82|44|7199|402|North
* Feb 22,|2014|Saturday|23|14|11|7|10|20|51|106|221|367|518|652|733|674|656|650|656|501|396|271|197|128|85|43|6990|402|North
* Feb 23,|2014|Sunday|36|21|16|8|6|20|49|104|178|220|373|506|660|666|652|695|655|480|326|230|151|107|79|35|6273|402|North
* Feb 24,|2014|Monday|15|10|11|11|24|49|166|281|351|441|561|750|722|661|605|693|768|819|636|482|337|190|86|42|8711|402|North
* Feb 25,|2014|Tuesday|14|9|10|9|18|46|181|294|342|439|541|801|731|665|660|714|772|827|636|441|322|198|96|38|8804|402|North
* Feb 26,|2014|Wednesday|19|9|6|9|26|51|178|286|345|481|570|742|749|640|663|673|808|846|681|440|341|222|96|38|8919|402|North
* Feb 27,|2014|Thursday|16|12|7|9|21|55|181|290|342|455|569|786|764|719|686|706|819|823|643|472|340|195|93|46|9049|402|North
