Feb 21, 2011|Monday|46|22|23|23|45|88|138|326|429|553|791|1022|1043|1028|1115|1071|1101|923|633|433|292|227|122|61|11555|110|North
Feb 22, 2011|Tuesday|35|28|24|17|50|119|193|347|418|559|817|912|1068|1005|1001|1136|1111|1003|705|462|333|287|131|83|11844|110|North
Feb 23, 2011|Wednesday|34|30|19|21|42|107|177|360|474|539|800|917|1018|976|1103|1099|1179|973|680|476|317|244|134|84|11803|110|North
Feb 24, 2011|Thursday|62|35|23|14|50|106|209|333|422|539|720|878|984|938|1017|1077|1126|977|688|471|390|337|146|117|11659|110|North
Feb 25, 2011|Friday|45|28|19|14|57|95|206|324|516|632|784|1003|1078|1145|1250|1207|1170|1045|755|570|423|318|175|106|12965|110|North
Feb 26, 2011|Saturday|78|26|36|21|31|50|123|191|373|541|845|1018|1177|1143|1094|1114|1065|920|777|543|370|250|153|239|12178|110|North
Feb 27, 2011|Sunday|75|40|36|13|28|43|108|108|196|333|614|768|870|921|887|855|722|559|452|331|196|154|96|62|8467|110|North
Feb 28, 2011|Monday|23|26|14|18|37|108|175|340|446|573|720|876|996|1025|976|1160|1131|975|660|521|361|246|102|71|11580|110|North
Feb 21, 2011|Monday|38|24|14|16|46|101|322|476|463|550|742|908|1085|955|1025|1094|951|942|658|453|358|280|161|104|11766|110|South
Feb 22, 2011|Tuesday|49|24|27|19|41|141|364|698|523|602|706|881|951|994|941|978|1032|896|704|507|392|336|183|109|12098|110|South
Feb 23, 2011|Wednesday|41|22|18|18|30|125|360|694|631|677|690|806|978|992|948|978|932|904|709|499|378|326|218|127|12101|110|South
Feb 24, 2011|Thursday|89|36|23|18|44|127|379|642|573|606|643|812|956|939|930|944|955|939|736|540|414|358|161|109|11973|110|South
Feb 25, 2011|Friday|45|23|20|17|32|106|335|617|540|668|691|891|1044|1067|1062|1147|1085|1058|838|637|507|423|215|139|13207|110|South
Feb 26, 2011|Saturday|68|27|23|22|23|51|105|169|296|499|711|1042|1123|1148|1147|1163|1085|1002|878|616|415|341|206|144|12304|110|South
Feb 27, 2011|Sunday|74|35|16|29|26|38|71|113|145|282|492|623|918|879|974|898|847|667|600|363|240|194|129|84|8737|110|South
Feb 28, 2011|Monday|33|20|16|17|37|107|352|669|559|614|681|830|896|978|936|929|942|918|698|508|381|264|150|84|11619|110|South
Mar 1, 2011|Tuesday|46|30|21|17|44|109|180|377|456|614|787|863|1026|1017|978|1128|1152|976|726|449|357|222|119|72|11766|110|North
Mar 2, 2011|Wednesday|44|26|18|11|33|99|195|395|482|553|771|897|940|991|1021|1062|1087|962|679|434|378|557|395|85|12115|110|North
Mar 3, 2011|Thursday|32|26|31|16|42|116|187|376|500|553|698|815|942|951|987|1087|1097|991|708|492|398|321|290|78|11734|110|North
Mar 4, 2011|Friday|59|29|33|13|52|102|184|383|517|704|833|1037|1213|1140|1174|1259|1299|1113|815|604|457|433|208|129|13790|110|North
Mar 5, 2011|Saturday|79|50|30|16|36|56|92|171|344|531|916|1059|1239|1304|1322|1237|1077|918|735|589|388|448|187|133|12957|110|North
Mar 6, 2011|Sunday|50|40|31|22|20|34|67|108|202|353|613|824|1006|1009|983|889|698|552|448|310|186|159|106|60|8770|110|North
Mar 7, 2011|Monday|31|28|17|26|42|105|195|359|430|532|687|832|887|873|977|1029|1127|964|645|469|316|249|129|80|11029|110|North
Mar 8, 2011|Tuesday|28|15|23|12|52|103|187|393|428|620|778|843|1005|973|992|1038|1103|976|698|491|367|241|116|86|11568|110|North
Mar 9, 2011|Wednesday|35|23|15|23|43|125|192|372|494|605|705|853|926|879|952|1056|1061|920|624|451|410|243|128|85|11220|110|North
Mar 10, 2011|Thursday|38|27|24|18|50|111|200|396|471|612|784|886|1036|967|928|1101|1081|1021|724|525|397|234|114|93|11838|110|North
Mar 11, 2011|Friday|38|39|20|22|52|83|193|384|473|629|848|977|1085|1083|1172|1193|1159|969|739|546|369|357|204|121|12755|110|North
Mar 12, 2011|Saturday|62|29|35|29|36|46|118|156|326|533|773|951|1095|1018|1023|996|850|726|623|471|324|270|147|221|10858|110|North
Mar 13, 2011|Sunday|50|41|0|33|34|31|67|104|192|277|532|714|960|958|965|889|771|657|505|378|264|170|101|83|8776|110|North
Mar 14, 2011|Monday|36|21|26|25|43|115|161|337|438|559|791|954|1014|1063|1039|1125|1173|998|680|522|365|262|115|88|11950|110|North
Mar 15, 2011|Tuesday|39|23|22|21|54|96|186|381|436|618|745|931|1118|984|1061|1088|1131|972|684|569|397|290|139|78|12063|110|North
Mar 16, 2011|Wednesday|45|24|14|20|48|84|201|368|498|631|780|1021|1089|1069|1079|1162|1177|1018|801|566|417|273|153|84|12622|110|North
Mar 17, 2011|Thursday|39|34|42|16|49|108|174|359|462|637|822|958|1112|1092|1086|1094|1085|963|749|591|413|315|143|109|12452|110|North
Mar 18, 2011|Friday|50|36|33|28|43|103|164|361|488|631|847|1054|1205|1226|1299|1269|1296|1088|933|742|515|384|199|150|14144|110|North
Mar 19, 2011|Saturday|85|45|31|19|39|38|92|150|327|599|838|1088|1263|1304|1278|1246|1068|960|735|619|417|297|189|161|12888|110|North
Mar 20, 2011|Sunday|74|45|45|18|23|46|124|114|198|302|581|745|893|914|864|856|716|636|505|319|220|162|112|64|8576|110|North
Mar 21, 2011|Monday|33|25|16|15|45|115|187|396|432|588|815|941|1007|1052|1082|1183|1159|1095|751|598|439|287|139|86|12486|110|North
Mar 22, 2011|Tuesday|35|21|25|19|51|123|183|382|465|556|789|823|940|850|837|907|927|756|494|317|207|144|81|64|9996|110|North
Mar 23, 2011|Wednesday|35|13|10|11|33|53|141|325|343|344|433|552|622|630|737|836|891|802|634|470|400|241|142|85|8783|110|North
Mar 24, 2011|Thursday|40|33|29|17|41|111|172|368|446|553|762|910|1033|1026|1066|1113|1134|1014|763|581|453|289|156|110|12220|110|North
Mar 25, 2011|Friday|56|26|25|15|45|79|192|380|544|602|892|1041|1190|1229|1314|1315|1360|1124|897|745|499|376|193|132|14271|110|North
Mar 26, 2011|Saturday|65|37|32|25|29|42|84|208|352|585|876|1119|1302|1285|1307|1277|1070|915|714|575|454|306|194|108|12961|110|North
Mar 27, 2011|Sunday|62|36|44|18|30|44|64|120|208|341|577|829|1009|1077|1000|909|801|679|524|428|283|168|91|55|9397|110|North
Mar 28, 2011|Monday|35|14|18|16|37|92|167|350|458|568|728|949|1060|1033|1014|1192|1211|987|701|529|353|251|139|94|11996|110|North
Mar 29, 2011|Tuesday|47|24|18|20|43|103|199|370|448|614|760|938|1080|1038|1034|1121|1151|1018|710|593|436|267|134|86|12252|110|North
Mar 30, 2011|Wednesday|40|20|17|11|43|94|184|377|509|617|765|905|970|966|1020|1063|1141|945|742|598|412|258|128|83|11908|110|North
Mar 31, 2011|Thursday|51|22|27|19|38|107|199|374|520|646|829|987|1064|1055|1029|1153|1203|1102|758|557|418|268|162|89|12677|110|North
Mar 1, 2011|Tuesday|42|28|12|24|44|129|375|715|580|671|688|865|978|957|971|979|967|961|701|471|389|296|144|93|12080|110|South
Mar 2, 2011|Wednesday|31|30|18|17|27|116|366|678|575|638|713|798|893|911|913|960|1052|1049|981|545|390|308|164|97|12270|110|South
Mar 3, 2011|Thursday|40|34|23|19|43|118|350|681|597|652|667|772|910|905|883|901|1055|947|833|514|394|326|178|102|11944|110|South
Mar 4, 2011|Friday|49|20|19|20|39|95|380|628|581|672|829|970|1037|1100|1093|1160|1189|1199|1013|644|485|418|211|152|14003|110|South
Mar 5, 2011|Saturday|69|44|23|21|18|55|117|188|283|491|720|1046|1175|1295|1285|1234|1209|1077|982|614|437|322|209|141|13055|110|South
Mar 6, 2011|Sunday|54|37|27|16|23|27|81|126|190|295|482|729|856|1016|1035|944|818|608|497|319|256|218|127|76|8857|110|South
Mar 7, 2011|Monday|37|19|17|17|42|116|360|666|546|594|661|711|900|854|920|956|954|892|689|542|364|292|171|119|11439|110|South
Mar 8, 2011|Tuesday|43|27|22|18|41|124|365|616|580|644|654|858|1031|919|961|909|1004|846|724|551|398|323|138|106|11902|110|South
Mar 9, 2011|Wednesday|37|23|16|20|41|124|375|650|561|586|693|784|871|868|885|874|965|877|716|483|379|294|151|116|11389|110|South
Mar 10, 2011|Thursday|56|25|16|31|39|117|350|647|583|601|722|885|898|909|879|874|995|941|799|575|418|345|151|100|11956|110|South
Mar 11, 2011|Friday|52|33|20|16|43|105|332|609|510|654|771|901|994|972|1129|1034|1081|1020|815|602|457|380|175|172|12877|110|South
Mar 12, 2011|Saturday|65|28|20|15|25|49|120|179|291|416|683|847|1033|986|1065|1086|983|876|804|526|357|280|167|153|11054|110|South
Mar 13, 2011|Sunday|63|27|0|29|16|29|85|134|178|219|422|644|814|911|918|997|873|743|627|459|300|245|134|99|8966|110|South
Mar 14, 2011|Monday|37|17|17|18|55|124|334|650|554|573|687|791|945|1039|961|1035|1032|975|710|579|421|324|177|106|12161|110|South
Mar 15, 2011|Tuesday|41|28|19|24|42|127|359|673|627|596|742|806|978|990|993|981|1042|962|722|608|436|361|176|99|12432|110|South
Mar 16, 2011|Wednesday|44|18|18|17|38|111|381|675|590|651|735|901|987|1054|1021|1007|1023|973|784|596|501|336|171|113|12745|110|South
Mar 17, 2011|Thursday|39|28|14|22|44|122|379|660|600|688|723|934|1038|1023|967|1010|1027|969|745|590|460|369|193|101|12745|110|South
Mar 18, 2011|Friday|52|33|26|19|48|97|319|608|527|611|793|989|1125|1073|1164|1206|1153|1106|914|700|640|479|273|176|14131|110|South
Mar 19, 2011|Saturday|84|45|26|26|25|43|128|184|283|470|755|1007|1217|1224|1271|1336|1167|1005|955|662|553|347|214|159|13186|110|South
Mar 20, 2011|Sunday|78|38|30|19|21|33|108|146|176|278|429|678|835|845|963|981|859|689|593|371|230|191|124|77|8792|110|South
Mar 21, 2011|Monday|41|19|16|17|49|98|352|645|576|581|730|891|990|1025|1003|1030|1065|1006|762|585|483|350|185|117|12616|110|South
Mar 22, 2011|Tuesday|45|32|21|29|39|116|342|681|557|683|693|768|867|777|778|787|862|725|468|345|243|197|132|45|10232|110|South
Mar 23, 2011|Wednesday|30|27|18|18|32|86|301|580|428|417|399|561|614|629|604|739|800|772|643|500|392|308|180|75|9153|110|South
Mar 24, 2011|Thursday|44|22|23|13|44|122|353|628|585|617|693|857|968|1003|979|1001|1032|941|754|607|460|348|187|103|12384|110|South
Mar 25, 2011|Friday|40|29|24|18|33|96|328|651|562|696|795|1010|1132|1122|1149|1190|1143|1135|959|752|621|445|249|148|14327|110|South
Mar 26, 2011|Saturday|63|36|35|21|19|48|99|193|309|464|780|1055|1214|1294|1257|1348|1223|1031|853|650|487|350|218|131|13178|110|South
Mar 27, 2011|Sunday|68|47|29|19|23|38|66|116|185|294|515|695|935|940|1027|1012|918|701|626|416|308|214|150|75|9417|110|South
Mar 28, 2011|Monday|30|16|12|18|45|97|319|652|529|648|678|941|938|994|1006|986|1023|875|652|524|437|313|164|101|11998|110|South
