DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction,STATION,COUNTY
"Jan 1, 2012",Sunday,82,93,52,29,25,33,40,87,118,149,251,334,425,453,393,385,437,386,311,259,232,159,118,92,4943,388,False,North,388,Chisago
"Jan 2, 2012",Monday,58,34,18,22,25,35,114,179,177,280,315,420,486,547,611,642,618,538,434,317,253,184,135,80,6522,388,False,North,388,Chisago
"Jan 3, 2012",Tuesday,45,31,15,17,37,57,218,361,296,312,313,331,468,522,671,966,1246,1122,655,391,358,275,190,121,9018,388,False,North,388,Chisago
"Jan 4, 2012",Wednesday,67,57,21,32,32,83,189,361,286,345,439,357,426,462,662,986,1201,1010,689,556,368,272,203,116,9220,388,False,North,388,Chisago
"Jan 5, 2012",Thursday,78,45,31,21,46,60,200,377,322,317,371,400,464,515,708,946,1231,1105,692,483,353,288,198,131,9382,388,False,North,388,Chisago
"Jan 6, 2012",Friday,71,46,35,24,51,77,187,350,290,297,403,470,524,642,790,986,1232,1118,824,514,439,407,302,185,10264,388,False,North,388,Chisago
"Jan 7, 2012",Saturday,116,60,49,36,31,47,87,170,247,382,448,610,678,686,662,631,612,521,480,401,351,279,246,177,8007,388,False,North,388,Chisago
"Jan 8, 2012",Sunday,83,56,38,23,23,24,68,137,189,234,319,425,592,600,570,529,587,468,400,292,207,150,119,78,6211,388,False,North,388,Chisago
"Jan 9, 2012",Monday,42,21,20,28,28,57,202,356,269,303,346,409,426,500,681,915,1141,1084,735,428,318,251,173,112,8845,388,False,North,388,Chisago
"Jan 10, 2012",Tuesday,59,35,32,19,30,55,213,382,314,310,403,423,424,519,698,923,1124,1050,752,460,358,312,237,116,9248,388,False,North,388,Chisago
"Jan 11, 2012",Wednesday,64,42,29,29,27,54,179,420,265,314,376,397,454,488,632,875,1154,1005,765,455,349,263,178,138,8952,388,False,North,388,Chisago
"Jan 12, 2012",Thursday,69,51,30,27,37,67,186,373,276,311,345,407,413,491,642,984,1160,1085,718,481,386,292,208,121,9160,388,False,North,388,Chisago
"Jan 13, 2012",Friday,88,50,38,28,36,67,176,334,294,341,395,444,526,609,850,1078,1188,1075,788,562,435,399,309,193,10303,388,False,North,388,Chisago
"Jan 14, 2012",Saturday,110,74,32,34,19,57,87,239,320,416,454,613,651,584,669,629,579,540,461,345,336,292,235,189,7965,388,False,North,388,Chisago
"Jan 15, 2012",Sunday,110,78,36,34,19,31,72,195,209,259,382,477,640,669,550,500,487,428,348,324,242,170,123,76,6459,388,False,North,388,Chisago
"Jan 16, 2012",Monday,55,26,29,23,40,60,186,328,300,312,427,380,461,526,682,844,1061,886,605,394,313,195,161,95,8389,388,False,North,388,Chisago
"Jan 17, 2012",Tuesday,54,39,31,26,55,57,181,411,314,328,308,323,430,422,693,798,1207,1029,776,445,381,318,192,125,8943,388,False,North,388,Chisago
"Jan 18, 2012",Wednesday,58,37,31,25,36,63,195,380,267,285,317,421,423,442,603,928,1192,943,766,426,382,297,206,128,8851,388,False,North,388,Chisago
"Jan 19, 2012",Thursday,76,48,30,22,48,60,182,377,297,269,268,341,391,483,639,859,1170,1043,677,502,413,305,208,129,8837,388,False,North,388,Chisago
"Jan 20, 2012",Friday,78,48,41,27,38,66,166,367,263,286,333,380,467,558,744,934,1147,983,765,542,367,387,337,183,9507,388,False,North,388,Chisago
"Jan 21, 2012",Saturday,115,61,48,36,27,47,82,182,279,325,476,529,584,661,670,675,649,580,448,390,346,283,280,283,8056,388,False,North,388,Chisago
"Jan 22, 2012",Sunday,123,58,45,17,24,28,63,129,182,227,363,380,558,527,500,453,435,377,327,256,195,114,112,69,5562,388,False,North,388,Chisago
"Jan 23, 2012",Monday,47,24,18,30,31,49,139,279,231,237,261,275,363,394,538,758,977,908,604,390,316,218,155,105,7347,388,False,North,388,Chisago
"Jan 24, 2012",Tuesday,66,54,37,22,43,45,209,415,308,303,334,389,410,493,664,914,1200,998,726,452,379,341,181,123,9106,388,False,North,388,Chisago
"Jan 25, 2012",Wednesday,80,36,33,25,44,69,208,392,326,312,317,371,398,523,635,913,1169,993,747,422,361,280,194,131,8979,388,False,North,388,Chisago
"Jan 26, 2012",Thursday,64,53,31,18,52,69,198,391,326,354,342,387,473,484,722,968,1200,1068,741,484,403,345,204,126,9503,388,False,North,388,Chisago
"Jan 27, 2012",Friday,64,57,43,34,40,58,191,384,320,362,415,491,522,589,846,1039,1132,1002,725,461,368,407,306,175,10031,388,False,North,388,Chisago
"Jan 28, 2012",Saturday,99,67,26,21,31,49,175,276,376,472,546,616,641,718,693,686,613,532,451,422,310,312,285,186,8603,388,False,North,388,Chisago
"Jan 29, 2012",Sunday,97,67,38,28,29,21,63,198,222,248,390,495,566,591,592,522,491,512,405,303,221,171,125,77,6472,388,False,North,388,Chisago
"Jan 30, 2012",Monday,31,26,31,24,38,60,206,367,266,314,407,368,395,482,677,922,1105,1127,723,411,331,247,152,107,8817,388,False,North,388,Chisago
"Jan 31, 2012",Tuesday,66,36,29,29,35,54,201,413,316,320,352,367,465,456,726,956,1176,1111,684,454,354,262,206,111,9179,388,False,North,388,Chisago
"Jan 1, 2012",Sunday,101,82,40,43,33,65,77,86,151,233,403,454,506,483,381,525,553,441,344,276,209,167,106,60,5819,388,False,South,388,Chisago
"Jan 2, 2012",Monday,34,25,15,35,72,158,208,289,365,454,562,614,640,605,623,588,586,476,350,242,179,142,85,32,7379,388,False,South,388,Chisago
