DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction,STATION,COUNTY,RETIRED
"Jan 1, 2010",Friday,52,64,44,25,11,16,31,66,83,137,257,338,437,504,483,568,537,465,345,255,133,92,79,73,5095,464,False,East,464,Ramsey,False
"Jan 2, 2010",Saturday,34,16,20,10,14,20,38,78,134,299,495,743,854,928,887,837,778,637,485,304,202,117,96,87,8113,464,False,East,464,Ramsey,False
"Jan 3, 2010",Sunday,49,32,28,11,11,13,26,63,89,192,324,555,607,596,614,674,659,463,319,172,127,77,48,48,5797,464,False,East,464,Ramsey,False
"Jan 4, 2010",Monday,27,14,5,9,4,37,111,343,567,618,668,722,783,766,805,843,826,820,701,423,251,150,95,68,9656,464,False,East,464,Ramsey,False
"Jan 5, 2010",Tuesday,22,13,7,8,6,31,118,360,578,588,714,758,743,811,797,797,826,850,712,424,250,164,78,66,9721,464,False,East,464,Ramsey,False
"Jan 6, 2010",Wednesday,36,14,7,19,7,35,107,369,616,602,681,724,822,782,807,773,799,791,702,501,268,157,117,70,9806,464,False,East,464,Ramsey,False
"Jan 7, 2010",Thursday,31,21,17,9,9,32,110,343,520,549,600,610,599,649,570,609,582,626,620,457,260,140,103,86,8152,464,False,East,464,Ramsey,False
"Jan 8, 2010",Friday,36,24,13,12,10,34,116,351,592,549,674,786,785,891,810,818,810,951,830,547,312,192,138,124,10405,464,False,East,464,Ramsey,False
"Jan 9, 2010",Saturday,30,34,26,10,15,24,33,106,156,297,570,754,906,933,894,879,829,663,551,360,245,129,107,101,8652,464,False,East,464,Ramsey,False
"Jan 10, 2010",Sunday,65,31,20,21,3,13,30,72,89,247,319,578,712,801,684,676,587,544,382,193,142,82,74,45,6410,464,False,East,464,Ramsey,False
"Jan 11, 2010",Monday,26,23,10,6,7,36,111,387,564,611,679,706,758,751,755,768,793,841,708,447,263,127,89,69,9535,464,False,East,464,Ramsey,False
"Jan 12, 2010",Tuesday,21,11,19,7,8,34,105,323,606,582,656,675,814,770,711,737,812,854,565,325,210,138,85,35,9103,464,True,East,464,Ramsey,False
"Jan 13, 2010",Wednesday,16,6,15,9,15,70,270,512,622,635,741,775,766,758,795,763,832,825,675,357,201,125,84,31,9898,464,False,East,464,Ramsey,False
"Jan 14, 2010",Thursday,15,14,8,7,24,57,251,488,579,597,653,711,813,714,812,743,809,805,577,328,198,156,93,56,9508,464,False,East,464,Ramsey,False
"Jan 15, 2010",Friday,28,16,14,15,23,75,223,496,607,636,706,847,912,886,920,841,962,875,696,418,206,167,131,66,10766,464,False,East,464,Ramsey,False
"Jan 16, 2010",Saturday,36,23,19,16,14,28,86,130,259,493,668,853,956,962,890,779,673,641,451,308,149,127,98,71,8730,464,False,East,464,Ramsey,False
"Jan 17, 2010",Sunday,32,39,16,11,14,26,71,77,184,238,521,594,619,515,495,606,601,445,281,164,87,62,64,48,5810,464,False,East,464,Ramsey,False
"Jan 18, 2010",Monday,26,16,8,3,18,60,241,453,516,577,750,865,974,962,959,879,824,753,514,294,157,135,61,39,10084,464,False,East,464,Ramsey,False
"Jan 19, 2010",Tuesday,17,13,10,6,19,58,233,494,591,650,746,766,773,761,763,826,812,850,548,306,197,131,70,35,9675,464,False,East,464,Ramsey,False
"Jan 20, 2010",Wednesday,15,10,9,9,21,58,238,541,609,632,702,748,819,764,767,803,842,832,660,347,198,121,81,48,9874,464,False,East,464,Ramsey,False
"Jan 21, 2010",Thursday,15,14,9,6,20,62,239,500,591,587,663,687,741,727,690,713,743,838,554,337,178,134,99,55,9202,464,False,East,464,Ramsey,False
"Jan 22, 2010",Friday,41,14,12,9,17,64,228,481,552,647,738,820,858,839,873,805,916,929,701,436,252,154,99,84,10569,464,False,East,464,Ramsey,False
"Jan 23, 2010",Saturday,49,29,20,20,14,22,87,109,206,384,616,711,836,800,834,728,706,559,378,271,170,131,97,63,7840,464,False,East,464,Ramsey,False
"Jan 24, 2010",Sunday,42,28,24,16,6,29,61,63,158,209,434,644,731,653,614,548,455,308,131,82,44,94,95,43,5512,464,False,East,464,Ramsey,False
"Jan 25, 2010",Monday,10,9,7,3,20,49,202,413,555,559,537,628,602,628,651,702,662,720,523,288,166,99,78,43,8154,464,False,East,464,Ramsey,False
"Jan 26, 2010",Tuesday,22,10,10,6,15,63,209,446,541,562,583,671,673,700,737,716,733,815,590,334,171,121,75,35,8838,464,False,East,464,Ramsey,False
"Jan 27, 2010",Wednesday,18,12,15,9,13,60,216,483,534,624,601,710,739,656,675,745,817,770,608,331,202,109,82,36,9065,464,False,East,464,Ramsey,False
