Jan 1, 2016|Friday|45|53|31|33|16|40|64|66|101|210|286|426|470|535|589|511|521|364|333|176|113|92|85|43|5203|464|East
Jan 2, 2016|Saturday|31|28|7|11|16|29|65|112|206|563|822|958|1067|956|897|895|794|632|419|262|142|112|108|61|9193|464|East
Jan 3, 2016|Sunday|41|23|10|12|15|25|54|83|146|317|582|676|822|807|823|685|614|396|208|119|95|81|68|37|6739|464|East
Jan 4, 2016|Monday|22|14|19|18|28|77|258|518|555|627|695|817|821|851|867|806|850|820|594|337|187|106|81|39|10007|464|East
Jan 5, 2016|Tuesday|16|16|8|10|18|102|272|543|515|619|758|808|821|834|811|805|863|780|632|392|175|120|84|29|10031|464|East
Jan 6, 2016|Wednesday|15|10|11|8|19|102|291|509|538|577|734|788|826|770|823|735|843|743|565|323|187|99|84|33|9633|464|East
Jan 7, 2016|Thursday|25|13|18|14|28|92|289|492|520|592|686|708|795|725|800|765|774|791|638|357|202|132|98|42|9596|464|East
Jan 8, 2016|Friday|28|13|21|17|28|105|302|540|499|586|701|845|834|849|871|838|874|893|674|429|199|132|109|55|10442|464|East
Jan 9, 2016|Saturday|26|15|9|5|26|31|85|132|246|536|750|895|929|895|851|736|773|640|434|256|152|105|86|65|8678|464|East
Jan 10, 2016|Sunday|20|16|9|14|22|21|67|80|170|290|524|593|559|523|514|602|537|378|207|143|73|47|61|33|5503|464|East
Jan 11, 2016|Monday|11|17|15|15|21|80|288|506|517|558|630|666|697|738|769|774|786|609|473|269|155|93|70|36|8793|464|East
Jan 12, 2016|Tuesday|16|11|14|12|24|81|281|473|510|520|616|713|675|687|743|716|778|712|554|323|168|107|85|35|8854|464|East
Jan 13, 2016|Wednesday|18|16|8|9|20|93|279|491|564|612|699|731|774|786|767|734|822|796|654|366|222|101|72|44|9678|464|East
Jan 14, 2016|Thursday|10|13|15|13|18|84|282|489|518|581|734|782|785|794|791|744|831|824|625|335|199|144|85|42|9738|464|East
Jan 15, 2016|Friday|15|8|16|9|23|77|284|528|536|624|797|833|890|832|877|923|926|909|733|418|204|161|104|50|10777|464|East
Jan 16, 2016|Saturday|27|21|15|10|28|23|87|127|231|479|738|851|883|901|889|845|684|579|350|198|127|91|94|55|8333|464|East
Jan 17, 2016|Sunday|28|29|20|8|11|23|60|85|130|248|495|603|742|626|653|581|565|371|220|129|75|63|69|33|5867|464|East
Jan 18, 2016|Monday|18|12|7|9|17|69|246|454|461|589|693|819|887|832|862|841|775|698|445|296|156|119|64|24|9393|464|East
Jan 19, 2016|Tuesday|19|8|7|12|25|82|287|504|538|603|705|682|720|731|731|755|776|774|525|324|167|112|81|43|9211|464|East
Jan 20, 2016|Wednesday|15|13|24|15|27|94|286|462|485|576|618|747|748|687|726|698|729|758|638|344|213|115|81|30|9129|464|East
Jan 21, 2016|Thursday|22|7|12|8|25|94|295|488|500|594|683|742|806|737|735|805|818|765|586|362|180|113|83|38|9498|464|East
Jan 22, 2016|Friday|19|11|19|16|16|98|282|523|495|647|720|783|893|885|824|886|926|844|637|395|193|125|98|56|10391|464|East
Jan 23, 2016|Saturday|29|27|15|12|24|26|83|127|232|526|761|901|930|861|900|861|767|634|434|273|150|104|90|57|8824|464|East
Jan 24, 2016|Sunday|37|24|23|11|15|24|64|84|169|315|569|704|874|773|712|727|582|359|258|133|92|63|59|20|6691|464|East
Jan 25, 2016|Monday|17|14|13|10|25|84|256|485|558|533|584|687|711|651|758|757|748|692|524|269|182|90|72|43|8763|464|East
Jan 26, 2016|Tuesday|27|20|17|20|40|99|275|484|549|582|626|725|706|722|718|722|747|698|552|314|181|116|74|41|9055|464|East
Jan 27, 2016|Wednesday|16|22|10|7|19|88|270|537|542|641|663|732|793|723|753|712|779|781|631|316|186|122|84|33|9460|464|East
Jan 28, 2016|Thursday|24|7|6|9|27|88|296|502|503|578|691|772|780|760|780|793|791|823|594|369|195|141|81|42|9652|464|East
Jan 29, 2016|Friday|25|14|20|11|27|103|291|553|529|612|783|859|961|813|966|875|910|880|651|368|178|140|104|53|10726|464|East
Jan 30, 2016|Saturday|29|31|16|14|24|32|77|126|224|520|792|919|941|928|863|797|801|656|431|293|162|122|92|46|8936|464|East
Jan 31, 2016|Sunday|40|16|16|15|18|27|70|80|173|335|606|730|862|825|792|711|629|457|295|161|105|74|60|27|7124|464|East
Jan 1, 2016|Friday|69|47|25|18|15|19|28|53|73|101|175|278|393|463|559|591|538|451|482|296|214|134|74|82|5178|464|West
Jan 2, 2016|Saturday|31|26|12|8|12|21|30|71|130|249|610|823|1010|1006|1076|1079|1004|872|622|415|304|229|126|110|9876|464|West
Jan 3, 2016|Sunday|36|23|7|7|9|11|24|76|72|142|373|631|770|822|866|909|831|700|478|229|140|81|83|60|7380|464|West
Jan 4, 2016|Monday|23|19|8|15|22|42|150|298|259|370|575|745|869|821|954|871|920|843|618|512|410|218|114|86|9762|464|West
Jan 5, 2016|Tuesday|19|20|12|12|22|48|168|281|280|376|579|739|796|839|876|936|910|776|695|598|463|253|125|77|9900|464|West
Jan 6, 2016|Wednesday|28|12|9|11|15|49|159|307|276|343|551|768|833|839|887|887|934|751|646|520|440|248|127|97|9737|464|West
Jan 7, 2016|Thursday|25|10|15|14|23|45|164|260|288|357|552|709|729|794|865|854|851|732|690|567|438|250|137|84|9453|464|West
Jan 8, 2016|Friday|42|18|8|23|23|60|174|273|291|367|561|762|896|887|874|925|890|831|678|601|486|319|195|110|10294|464|West
Jan 9, 2016|Saturday|49|18|14|9|12|20|40|93|128|269|608|759|886|965|1007|957|861|820|641|392|304|235|95|93|9275|464|West
Jan 10, 2016|Sunday|39|17|11|11|15|13|27|54|89|148|363|603|571|576|503|596|656|562|455|241|133|64|61|45|5853|464|West
Jan 11, 2016|Monday|13|14|9|12|17|34|154|277|270|355|514|676|679|749|784|787|806|720|522|457|351|217|113|73|8603|464|West
Jan 12, 2016|Tuesday|16|13|14|12|23|55|152|274|271|323|440|663|708|739|787|768|785|680|603|505|373|222|115|69|8610|464|West
Jan 13, 2016|Wednesday|20|16|3|8|17|43|161|264|282|350|579|696|767|793|850|820|843|799|671|593|472|254|120|80|9501|464|West
Jan 14, 2016|Thursday|17|9|9|10|18|49|158|275|314|378|523|713|822|828|803|875|861|775|699|553|440|268|149|97|9643|464|West
Jan 15, 2016|Friday|24|7|12|17|10|41|164|305|252|409|666|778|854|911|959|977|919|906|737|659|504|305|195|131|10742|464|West
Jan 16, 2016|Saturday|48|18|11|5|13|13|43|96|150|258|516|726|878|941|1036|975|900|746|562|358|274|201|107|98|8973|464|West
Jan 17, 2016|Sunday|46|22|15|9|9|13|25|50|63|125|273|490|629|716|726|717|697|621|416|221|147|82|84|72|6268|464|West
Jan 18, 2016|Monday|19|15|9|6|12|22|117|187|257|311|535|696|899|843|906|866|923|750|576|437|353|191|107|68|9105|464|West
Jan 19, 2016|Tuesday|17|9|7|9|17|43|174|272|284|312|489|659|715|760|822|831|867|737|582|541|338|234|135|68|8922|464|West
Jan 20, 2016|Wednesday|23|9|16|17|20|51|173|284|273|360|503|661|778|768|752|781|848|742|635|549|464|247|129|77|9160|464|West
Jan 21, 2016|Thursday|25|15|9|11|16|51|163|300|276|362|542|706|791|806|858|849|825|749|636|560|415|255|120|77|9417|464|West
Jan 22, 2016|Friday|20|14|13|21|18|42|179|274|327|375|588|768|872|893|916|909|924|852|660|609|477|301|152|109|10313|464|West
Jan 23, 2016|Saturday|35|22|19|16|5|24|39|99|136|274|564|801|885|943|996|1001|951|888|593|381|346|254|130|103|9505|464|West
Jan 24, 2016|Sunday|37|26|16|10|14|13|30|63|85|159|366|635|787|878|866|801|809|655|455|229|175|80|66|50|7305|464|West
Jan 25, 2016|Monday|22|8|9|6|11|45|182|331|295|375|486|635|747|714|754|799|814|711|575|458|327|205|107|74|8690|464|West
Jan 26, 2016|Tuesday|25|18|13|14|23|56|182|282|280|353|514|645|725|667|802|846|831|717|595|549|406|250|126|80|8999|464|West
Jan 27, 2016|Wednesday|21|18|13|9|11|50|173|277|292|358|613|745|734|807|847|802|864|759|634|539|440|265|122|66|9459|464|West
Jan 28, 2016|Thursday|28|11|10|11|23|60|177|270|283|367|554|690|789|822|845|862|829|809|677|611|434|228|138|103|9631|464|West
Jan 29, 2016|Friday|28|15|11|10|19|53|185|295|303|396|610|841|915|904|961|929|927|832|708|618|434|293|148|112|10547|464|West
Jan 30, 2016|Saturday|48|24|24|14|16|23|32|95|134|305|615|829|911|1013|1041|981|892|880|678|396|286|280|142|93|9752|464|West
Jan 31, 2016|Sunday|41|20|16|11|12|17|38|63|85|157|389|630|761|856|885|899|854|771|546|237|167|100|60|48|7663|464|West
Feb 1, 2016|Monday|14|12|7|12|25|86|286|558|510|600|680|763|805|711|788|819|854|814|598|371|162|132|77|20|9704|464|East
Feb 2, 2016|Tuesday|12|16|13|9|24|104|331|540|548|708|737|739|509|327|368|407|402|344|227|124|108|98|78|34|6807|464|East
Feb 3, 2016|Wednesday|34|14|22|32|26|95|260|429|419|435|472|575|632|663|654|689|698|750|581|326|188|118|84|36|8232|464|East
Feb 4, 2016|Thursday|24|17|10|11|23|113|304|493|503|600|705|732|749|633|734|734|801|798|650|383|191|129|90|44|9471|464|East
Feb 5, 2016|Friday|20|19|14|9|17|106|293|524|478|598|793|895|934|893|897|844|946|898|692|454|219|130|116|40|10829|464|East
Feb 6, 2016|Saturday|32|22|20|13|22|23|88|162|286|579|847|942|957|947|959|827|812|702|482|264|175|117|88|56|9422|464|East
Feb 7, 2016|Sunday|27|23|21|18|15|25|64|101|209|353|627|756|861|743|738|707|552|357|166|96|72|73|72|22|6698|464|East
Feb 8, 2016|Monday|16|13|13|18|32|87|301|503|507|584|625|662|666|684|733|760|747|748|470|317|167|101|79|37|8870|464|East
Feb 9, 2016|Tuesday|15|13|9|6|24|101|287|534|512|652|709|683|764|726|714|764|837|793|579|353|207|122|88|42|9534|464|East
Feb 10, 2016|Wednesday|32|14|19|12|20|99|272|572|509|655|667|762|784|781|754|770|846|831|590|394|212|105|81|34|9815|464|East
Feb 11, 2016|Thursday|21|16|15|8|26|86|286|511|574|631|716|797|807|801|792|839|885|866|601|388|201|123|112|43|10145|464|East
Feb 12, 2016|Friday|18|21|14|9|21|85|263|523|497|665|783|913|933|943|961|943|984|987|762|457|212|141|94|51|11280|464|East
Feb 13, 2016|Saturday|37|19|22|13|16|35|75|141|247|553|813|993|1045|1063|1006|923|877|773|462|299|192|150|128|64|9946|464|East
Feb 14, 2016|Sunday|47|31|20|11|21|28|57|89|184|324|681|781|876|830|850|767|647|484|290|203|110|95|79|37|7542|464|East
Feb 15, 2016|Monday|24|10|16|13|24|70|245|450|494|574|772|897|879|939|909|895|860|783|607|344|186|115|77|31|10214|464|East
Feb 16, 2016|Tuesday|23|8|6|8|23|97|283|530|564|672|707|714|729|759|750|792|857|809|605|340|193|117|71|36|9693|464|East
Feb 17, 2016|Wednesday|15|19|10|13|20|95|282|532|518|631|666|794|803|729|756|797|846|842|634|392|208|122|95|45|9864|464|East
Feb 18, 2016|Thursday|20|11|12|9|29|95|304|514|555|617|734|757|808|748|785|771|822|783|645|364|182|125|91|44|9825|464|East
Feb 19, 2016|Friday|19|12|18|12|15|88|308|518|530|648|765|815|989|815|844|866|910|918|718|450|212|131|114|59|10774|464|East
Feb 20, 2016|Saturday|24|18|19|14|21|37|92|160|287|592|847|910|978|1015|896|830|817|704|461|317|196|152|110|66|9563|464|East
Feb 21, 2016|Sunday|39|38|21|20|20|30|70|83|176|366|655|862|887|848|797|689|663|488|282|157|92|65|61|29|7438|464|East
