Jan 1, 2016|Friday|126|102|50|30|16|26|65|57|111|184|209|302|330|314|294|317|316|248|207|167|148|124|78|60|3881|45|East
Jan 2, 2016|Saturday|34|14|13|11|10|42|79|99|185|260|357|363|422|381|400|412|380|322|251|208|145|172|117|59|4736|45|East
Jan 3, 2016|Sunday|59|25|19|10|10|31|63|73|207|244|342|311|358|368|325|347|281|281|214|170|98|94|114|44|4088|45|East
Jan 4, 2016|Monday|16|11|11|19|45|193|489|709|453|281|223|296|239|239|332|388|482|470|292|225|196|120|78|24|5831|45|East
Jan 5, 2016|Tuesday|25|17|10|24|54|200|486|737|431|323|249|271|296|332|324|414|518|440|331|200|216|146|93|39|6176|45|East
Jan 6, 2016|Wednesday|15|15|15|22|45|194|507|744|443|305|271|253|299|251|337|406|510|453|318|252|202|136|89|43|6125|45|East
Jan 7, 2016|Thursday|19|17|21|19|50|198|484|710|458|310|278|246|221|265|326|389|498|481|275|229|207|134|90|47|5972|45|East
Jan 8, 2016|Friday|24|16|24|28|44|187|465|685|426|358|252|305|271|308|394|454|536|469|351|241|211|171|115|90|6425|45|East
Jan 9, 2016|Saturday|45|18|21|13|26|49|98|146|234|301|354|378|408|376|379|362|397|331|279|206|154|126|106|104|4911|45|East
Jan 10, 2016|Sunday|52|27|14|9|13|25|57|103|228|234|310|323|278|211|196|334|293|299|201|163|95|74|66|23|3628|45|East
Jan 11, 2016|Monday|11|11|8|22|45|197|455|706|449|285|238|252|227|257|311|360|460|445|298|213|170|134|75|33|5662|45|East
Jan 12, 2016|Tuesday|25|10|17|24|55|194|479|673|434|329|266|273|226|247|309|368|504|438|328|211|227|121|98|36|5892|45|East
Jan 13, 2016|Wednesday|18|12|11|22|56|192|465|723|425|314|255|256|263|271|297|376|508|484|324|227|187|132|90|35|5943|45|East
Jan 14, 2016|Thursday|26|14|13|23|53|184|494|718|455|315|267|264|284|259|346|413|429|448|328|244|178|153|100|37|6045|45|East
Jan 15, 2016|Friday|22|10|14|19|49|173|461|670|438|304|299|293|286|315|360|449|525|523|364|271|189|161|127|76|6398|45|East
Jan 16, 2016|Saturday|49|28|20|15|28|47|84|136|224|310|339|372|370|351|417|392|365|354|261|182|173|155|124|86|4882|45|East
Jan 17, 2016|Sunday|38|26|13|8|15|26|49|83|178|208|336|279|327|314|302|343|281|276|182|165|131|90|70|27|3767|45|East
Jan 18, 2016|Monday|17|10|9|14|34|154|325|483|331|289|309|291|272|279|325|348|452|394|294|211|181|101|73|26|5222|45|East
Jan 19, 2016|Tuesday|10|12|7|23|56|195|461|712|426|278|261|258|245|247|309|380|475|407|312|214|205|124|84|34|5735|45|East
Jan 20, 2016|Wednesday|20|8|16|15|52|210|481|755|466|343|290|242|249|261|332|410|501|485|309|233|178|123|87|39|6105|45|East
Jan 21, 2016|Thursday|27|10|16|23|57|195|486|701|432|322|260|256|282|272|331|414|453|490|343|225|181|164|70|38|6048|45|East
Jan 22, 2016|Friday|22|20|13|25|48|182|436|670|442|295|290|286|311|340|349|482|565|489|377|257|198|188|97|80|6462|45|East
Jan 23, 2016|Saturday|46|24|12|17|28|58|107|173|254|335|380|407|414|408|405|419|469|345|281|204|166|163|114|84|5313|45|East
Jan 24, 2016|Sunday|45|38|21|8|22|33|63|98|236|265|368|326|381|362|312|334|299|286|241|180|134|88|48|24|4212|45|East
Jan 25, 2016|Monday|21|21|9|20|49|209|505|706|473|289|236|242|256|312|308|346|498|451|314|240|172|103|74|34|5888|45|East
Jan 26, 2016|Tuesday|22|11|19|28|59|225|497|711|452|278|221|238|251|227|300|371|483|462|337|226|214|135|75|29|5871|45|East
Jan 27, 2016|Wednesday|22|11|14|19|56|212|517|717|458|329|239|238|266|258|282|412|480|504|336|271|179|125|88|38|6071|45|East
Jan 28, 2016|Thursday|28|14|12|14|52|196|473|718|422|310|255|249|272|273|349|423|470|449|344|264|209|144|97|52|6089|45|East
Jan 29, 2016|Friday|19|15|15|21|45|174|452|672|429|308|290|303|303|304|395|458|547|516|352|239|181|167|124|84|6413|45|East
Jan 30, 2016|Saturday|41|33|20|16|24|40|102|162|259|357|413|435|461|445|416|402|402|355|270|223|182|189|133|74|5454|45|East
Jan 31, 2016|Sunday|36|39|19|10|19|41|53|103|204|252|376|367|418|399|412|354|390|306|232|152|149|102|52|24|4509|45|East
Jan 1, 2016|Friday|101|108|72|40|17|23|30|43|81|134|183|248|283|305|300|312|295|293|217|190|184|125|138|78|3800|45|West
Jan 2, 2016|Saturday|61|28|25|25|16|17|48|99|126|210|287|323|387|384|386|386|348|434|323|261|178|136|158|116|4762|45|West
Jan 3, 2016|Sunday|64|37|30|11|12|19|37|72|101|154|270|315|412|342|318|371|352|330|310|182|89|93|84|74|4079|45|West
Jan 4, 2016|Monday|34|14|13|9|35|82|227|380|289|227|219|255|256|256|336|571|729|694|425|236|190|146|97|46|5766|45|West
Jan 5, 2016|Tuesday|28|17|12|12|24|65|245|389|291|276|261|260|256|263|353|565|740|753|406|264|220|177|108|63|6048|45|West
Jan 6, 2016|Wednesday|17|20|14|9|28|67|222|388|284|271|218|231|284|259|327|596|745|703|432|279|205|179|112|59|5949|45|West
Jan 7, 2016|Thursday|37|25|14|17|32|64|194|426|289|262|213|226|216|228|317|586|756|672|450|281|236|149|117|71|5878|45|West
Jan 8, 2016|Friday|33|24|21|26|32|63|203|383|297|293|244|288|277|264|330|616|736|659|399|239|224|186|171|112|6120|45|West
Jan 9, 2016|Saturday|66|56|27|26|26|22|54|131|177|220|311|340|396|350|372|378|383|386|312|273|186|177|136|111|4916|45|West
Jan 10, 2016|Sunday|84|37|22|16|14|15|32|58|110|162|300|364|318|214|206|300|319|262|228|172|132|95|82|35|3577|45|West
Jan 11, 2016|Monday|26|17|11|11|33|79|218|360|315|204|193|231|219|225|337|514|704|650|423|255|202|162|98|53|5540|45|West
Jan 12, 2016|Tuesday|22|19|11|13|30|68|224|390|261|243|234|235|222|231|304|517|693|659|420|263|233|175|102|45|5614|45|West
Jan 13, 2016|Wednesday|28|15|17|11|32|73|255|411|297|251|174|230|224|232|310|550|724|647|421|264|214|154|118|57|5709|45|West
Jan 14, 2016|Thursday|30|27|14|11|26|75|226|389|288|283|220|228|277|281|341|572|681|676|414|300|222|166|97|56|5900|45|West
Jan 15, 2016|Friday|33|26|7|23|23|58|219|400|292|279|252|297|292|316|385|591|723|663|401|283|175|164|159|93|6154|45|West
Jan 16, 2016|Saturday|66|50|26|28|17|23|62|127|179|248|293|351|405|376|388|408|311|393|314|225|153|132|128|92|4795|45|West
Jan 17, 2016|Sunday|61|44|33|22|16|16|34|61|102|147|247|297|367|312|327|332|336|275|207|193|122|107|84|34|3776|45|West
Jan 18, 2016|Monday|31|14|11|14|26|56|177|220|207|216|235|303|312|297|320|465|619|569|359|214|184|135|67|50|5101|45|West
Jan 19, 2016|Tuesday|18|17|12|14|29|63|237|396|276|260|212|228|226|237|303|553|709|660|352|236|213|174|75|55|5555|45|West
Jan 20, 2016|Wednesday|35|14|17|15|30|69|231|416|333|281|192|253|226|219|297|551|716|702|416|278|239|168|114|52|5864|45|West
Jan 21, 2016|Thursday|41|23|19|17|28|67|230|387|293|262|195|223|247|278|340|563|696|720|402|255|257|187|89|52|5871|45|West
Jan 22, 2016|Friday|32|24|10|17|27|71|227|392|302|280|233|255|265|283|393|621|702|724|409|248|232|205|144|111|6207|45|West
Jan 23, 2016|Saturday|63|43|26|30|22|29|61|132|193|292|296|379|370|357|424|418|379|388|319|263|209|160|154|113|5120|45|West
Jan 24, 2016|Sunday|71|46|34|27|13|19|40|72|90|167|296|333|449|367|333|371|351|310|289|222|148|100|77|49|4274|45|West
Jan 25, 2016|Monday|25|16|10|18|38|74|219|408|297|265|198|227|230|236|319|526|678|663|406|234|222|168|91|64|5632|45|West
Jan 26, 2016|Tuesday|28|24|15|19|33|69|242|413|321|252|203|234|235|241|324|551|719|675|428|238|237|171|88|52|5812|45|West
Jan 27, 2016|Wednesday|31|22|15|12|25|79|230|393|317|261|210|258|263|246|361|577|750|732|415|289|228|187|123|73|6097|45|West
Jan 28, 2016|Thursday|32|20|16|10|29|66|204|427|265|274|224|230|254|276|311|566|707|733|454|277|218|171|111|69|5944|45|West
Jan 29, 2016|Friday|35|24|18|14|30|65|233|372|277|283|249|288|316|323|351|564|737|641|434|280|244|183|153|107|6221|45|West
Jan 30, 2016|Saturday|75|39|26|24|20|25|64|135|191|253|320|387|377|415|426|470|487|421|330|268|199|182|152|113|5399|45|West
Jan 31, 2016|Sunday|67|43|25|23|17|18|37|78|141|208|323|323|404|396|382|404|374|356|325|223|155|107|76|44|4549|45|West
Feb 1, 2016|Monday|13|10|7|24|52|175|507|713|443|305|283|257|284|287|331|398|499|458|334|234|187|124|68|24|6017|45|East
Feb 2, 2016|Tuesday|18|15|13|20|47|205|505|670|421|364|276|270|283|274|344|432|443|310|212|80|75|70|54|25|5426|45|East
Feb 3, 2016|Wednesday|22|18|18|33|52|178|432|613|443|323|226|225|244|251|303|355|470|455|346|258|194|137|81|45|5722|45|East
Feb 4, 2016|Thursday|18|13|18|25|52|205|480|721|457|304|226|260|240|246|329|381|514|502|347|231|197|118|76|43|6003|45|East
Feb 5, 2016|Friday|15|16|18|14|48|172|456|680|466|333|276|327|287|330|361|458|527|515|326|256|200|145|137|72|6435|45|East
Feb 6, 2016|Saturday|54|27|13|15|13|51|113|165|249|374|387|416|376|430|425|445|382|382|282|210|172|139|152|77|5349|45|East
Feb 7, 2016|Sunday|47|22|18|7|17|27|68|105|215|281|340|321|406|338|355|337|436|225|117|133|115|237|133|28|4328|45|East
Feb 8, 2016|Monday|25|13|11|26|44|177|472|694|477|277|234|209|234|263|281|385|477|416|304|205|180|131|68|26|5629|45|East
Feb 9, 2016|Tuesday|22|15|10|26|52|198|503|723|465|299|239|253|254|271|327|396|501|457|327|261|213|152|89|28|6081|45|East
Feb 10, 2016|Wednesday|18|9|12|16|52|183|500|740|425|309|259|247|269|267|306|392|486|521|371|237|170|154|82|30|6055|45|East
Feb 11, 2016|Thursday|12|12|15|14|51|183|480|717|450|303|240|275|281|264|340|425|456|450|364|230|202|150|86|41|6041|45|East
Feb 12, 2016|Friday|25|12|18|21|47|162|454|668|430|349|284|309|313|329|356|484|515|516|335|254|196|175|127|53|6432|45|East
Feb 13, 2016|Saturday|43|23|27|14|15|42|89|149|220|358|388|397|417|403|427|406|416|402|271|217|165|172|138|76|5275|45|East
Feb 14, 2016|Sunday|60|22|22|11|11|36|51|103|220|249|315|348|390|357|374|314|337|304|232|165|147|94|69|39|4270|45|East
Feb 15, 2016|Monday|15|16|15|19|43|168|387|505|380|283|293|288|308|308|315|391|474|429|347|190|154|132|68|39|5567|45|East
Feb 16, 2016|Tuesday|24|15|12|25|58|182|525|717|446|295|259|267|296|289|319|404|475|462|358|256|226|151|75|39|6175|45|East
Feb 17, 2016|Wednesday|23|9|11|23|53|199|513|734|478|321|268|243|258|288|308|400|516|479|366|226|215|145|73|33|6182|45|East
Feb 18, 2016|Thursday|17|12|10|18|53|194|492|749|410|310|257|248|264|304|347|424|514|511|370|248|218|126|91|40|6227|45|East
Feb 19, 2016|Friday|23|19|13|30|52|175|468|655|449|326|282|280|305|346|386|495|538|495|382|240|189|197|116|89|6550|45|East
Feb 20, 2016|Saturday|45|24|19|19|17|55|108|187|278|379|417|425|433|423|420|424|414|355|341|226|184|215|154|86|5648|45|East
Feb 21, 2016|Sunday|47|34|18|11|10|27|53|116|229|286|349|391|424|406|393|384|327|340|266|189|165|88|65|24|4642|45|East
Feb 22, 2016|Monday|9|15|10|27|44|193|495|725|457|285|277|253|257|267|324|381|515|484|349|203|170|126|64|27|5957|45|East
Feb 23, 2016|Tuesday|25|12|16|18|56|185|500|694|488|302|239|269|250|284|307|401|450|477|344|250|189|136|82|46|6020|45|East
Feb 24, 2016|Wednesday|17|10|13|26|51|183|519|719|441|336|280|269|260|277|317|388|487|478|339|266|178|139|91|33|6117|45|East
Feb 25, 2016|Thursday|17|13|13|23|52|166|478|692|472|293|243|281|271|311|401|436|518|450|372|237|199|174|90|47|6249|45|East
Feb 26, 2016|Friday|24|18|14|27|46|166|465|687|417|336|270|360|314|346|417|477|568|520|365|235|201|186|97|70|6626|45|East
Feb 27, 2016|Saturday|37|25|20|20|10|60|99|199|254|347|421|457|435|465|471|448|450|401|367|234|159|179|138|82|5778|45|East
Feb 28, 2016|Sunday|53|39|16|9|16|28|65|77|246|283|393|349|374|399|408|411|351|314|250|169|146|80|60|29|4565|45|East
Feb 29, 2016|Monday|14|9|7|21|53|174|496|659|443|305|264|262|306|278|339|405|478|467|339|212|178|111|78|29|5927|45|East
Feb 1, 2016|Monday|27|17|10|14|29|82|244|364|352|261|224|252|260|244|322|540|727|710|406|259|222|168|90|51|5875|45|West
Feb 2, 2016|Tuesday|27|21|13|13|29|77|228|401|299|251|259|272|290|366|434|633|635|463|199|144|93|77|60|40|5324|45|West
Feb 3, 2016|Wednesday|19|13|13|17|25|72|218|375|338|256|206|209|223|230|268|493|714|712|424|270|251|172|98|52|5668|45|West
Feb 4, 2016|Thursday|36|20|18|14|20|74|247|433|315|250|200|209|209|249|323|550|723|653|423|270|246|184|92|57|5815|45|West
Feb 5, 2016|Friday|39|18|19|13|23|64|199|396|271|283|241|286|364|342|402|583|727|639|423|269|232|208|138|103|6282|45|West
Feb 6, 2016|Saturday|65|44|24|21|18|23|70|154|226|277|315|348|385|387|373|435|467|401|327|318|211|182|152|92|5315|45|West
Feb 7, 2016|Sunday|67|41|26|18|11|20|36|92|103|216|295|364|426|364|336|372|472|325|139|116|148|169|158|49|4363|45|West
Feb 8, 2016|Monday|23|10|10|19|21|64|213|373|329|243|218|244|219|248|281|531|692|636|375|236|212|143|76|60|5476|45|West
Feb 9, 2016|Tuesday|20|16|16|10|28|75|223|423|301|269|237|222|241|259|355|542|746|657|430|246|234|179|115|68|5912|45|West
Feb 10, 2016|Wednesday|25|20|17|15|31|77|235|380|302|268|217|249|236|270|348|526|742|751|425|297|209|167|97|72|5976|45|West
