DATE,DAY,1 am,2 am,3 am,4 am,5 am,6 am,7 am,8 am,9 am,10 am,11 am,Noon,1 pm,2 pm,3 pm,4 pm,5 pm,6 pm,7 pm,8 pm,9 pm,10 pm,11 pm,12 mid,TOTAL,Station number,Estimated,Direction,STATION,COUNTY,RETIRED
"Jan 1, 2013",Tuesday,19,15,9,7,10,16,26,49,80,147,186,218,270,234,288,301,258,207,180,132,101,60,55,25,2893,227,False,East,227,Freeborn,False
"Jan 2, 2013",Wednesday,12,16,18,20,40,70,123,215,187,216,253,249,243,273,265,254,295,228,167,107,105,80,64,43,3543,227,True,East,227,Freeborn,False
"Jan 3, 2013",Thursday,22,19,18,24,47,82,126,199,190,219,193,233,232,257,261,284,307,239,194,155,98,83,57,37,3576,227,False,East,227,Freeborn,False
"Jan 4, 2013",Friday,30,21,20,21,41,83,131,225,178,217,264,297,262,311,325,325,370,341,290,183,128,136,68,61,4328,227,False,East,227,Freeborn,False
"Jan 5, 2013",Saturday,29,28,23,19,28,38,70,109,183,247,263,247,231,243,232,212,182,199,149,106,77,62,58,43,3078,227,False,East,227,Freeborn,False
"Jan 6, 2013",Sunday,22,18,14,12,13,17,31,61,80,135,195,247,244,233,279,313,291,294,195,133,108,91,55,30,3111,227,False,East,227,Freeborn,False
"Jan 7, 2013",Monday,26,24,17,22,37,96,127,224,180,233,223,238,229,237,267,275,249,226,201,124,71,80,59,43,3508,227,False,East,227,Freeborn,False
"Jan 8, 2013",Tuesday,18,30,19,15,38,91,138,227,199,236,203,240,219,259,255,298,235,269,181,122,91,84,71,35,3573,227,False,East,227,Freeborn,False
"Jan 9, 2013",Wednesday,21,27,19,25,38,76,124,245,203,217,243,259,240,243,247,285,276,274,197,124,112,90,64,41,3690,227,False,East,227,Freeborn,False
"Jan 10, 2013",Thursday,32,22,15,18,37,86,144,220,194,210,227,266,236,251,257,311,339,251,202,123,115,94,64,48,3762,227,False,East,227,Freeborn,False
"Jan 11, 2013",Friday,34,22,19,24,20,72,111,195,178,206,259,251,281,285,293,301,361,293,255,152,107,92,48,51,3910,227,False,East,227,Freeborn,False
"Jan 12, 2013",Saturday,30,17,14,14,16,27,57,92,134,175,215,209,196,212,185,199,204,161,132,95,85,61,48,40,2618,227,False,East,227,Freeborn,False
"Jan 13, 2013",Sunday,20,15,10,17,9,20,51,64,113,152,209,240,271,249,264,281,264,245,197,135,112,69,63,26,3096,227,False,East,227,Freeborn,False
"Jan 14, 2013",Monday,12,20,18,11,44,81,158,229,212,209,224,229,208,259,237,238,241,223,163,131,119,84,67,40,3457,227,False,East,227,Freeborn,False
"Jan 15, 2013",Tuesday,16,34,18,25,35,77,149,220,203,207,216,224,219,231,254,283,297,227,180,128,84,59,63,33,3482,227,False,East,227,Freeborn,False
"Jan 16, 2013",Wednesday,23,19,17,14,26,75,134,236,189,213,215,228,217,227,257,289,261,250,182,122,84,68,48,33,3427,227,False,East,227,Freeborn,False
"Jan 17, 2013",Thursday,23,21,27,23,38,94,148,229,195,188,208,222,211,267,265,311,305,276,172,128,105,103,66,47,3672,227,False,East,227,Freeborn,False
"Jan 18, 2013",Friday,34,23,25,22,34,80,146,191,234,249,270,299,259,317,297,384,375,352,334,194,184,109,83,56,4551,227,False,East,227,Freeborn,False
"Jan 19, 2013",Saturday,33,22,11,18,23,32,62,114,194,230,283,284,264,267,205,230,224,170,167,124,102,103,61,31,3254,227,False,East,227,Freeborn,False
"Jan 20, 2013",Sunday,20,20,11,4,10,30,28,53,83,124,171,217,234,256,279,272,215,193,183,126,102,64,36,29,2760,227,False,East,227,Freeborn,False
"Jan 21, 2013",Monday,17,13,23,19,22,73,104,165,181,177,231,215,220,234,268,250,257,237,163,122,78,71,53,30,3223,227,False,East,227,Freeborn,False
"Jan 22, 2013",Tuesday,17,26,19,18,42,81,122,228,186,154,183,236,192,244,230,232,242,232,133,126,110,103,50,34,3240,227,False,East,227,Freeborn,False
"Jan 23, 2013",Wednesday,21,22,12,26,34,91,133,223,214,209,190,253,223,229,255,260,257,228,185,128,105,64,68,39,3469,227,False,East,227,Freeborn,False
"Jan 24, 2013",Thursday,24,27,22,19,40,92,140,197,173,199,189,223,237,227,263,277,278,277,193,145,124,87,61,48,3562,227,False,East,227,Freeborn,False
"Jan 25, 2013",Friday,32,25,25,23,31,77,135,213,202,223,244,236,273,312,303,368,327,311,285,191,135,125,55,61,4212,227,False,East,227,Freeborn,False
"Jan 26, 2013",Saturday,34,31,15,9,26,39,70,95,207,235,281,225,244,215,197,229,235,219,209,128,131,99,79,71,3323,227,False,East,227,Freeborn,False
"Jan 27, 2013",Sunday,36,21,16,10,16,25,36,69,65,57,55,111,124,153,229,225,186,125,91,64,46,61,25,26,1872,227,False,East,227,Freeborn,False
