* Jan 1,|2004|Thursday|98|80|57|56|89|205|374|561|504|536|569|634|634|719|875|1088|1335|1359|888|573|514|443|289|205|12685|188|North
* Jan 2,|2004|Friday|108|84|59|56|80|191|326|487|506|568|612|736|775|889|1000|1295|1611|1556|1018|692|545|526|381|255|14356|188|North
* Jan 3,|2004|Saturday|150|106|70|44|51|99|183|314|516|673|800|821|841|832|882|913|932|815|649|521|400|402|299|207|11520|188|North
* Jan 4,|2004|Sunday|147|81|52|35|34|48|84|161|256|405|592|724|856|839|934|946|956|870|653|518|405|335|227|120|10278|188|North
* Jan 5,|2004|Monday|81|48|41|50|91|209|358|511|517|535|589|598|628|652|822|991|1250|1282|798|508|431|389|243|161|11783|188|North
* Jan 6,|2004|Tuesday|86|73|50|54|82|202|364|521|505|509|509|570|605|652|763|1032|1316|1299|787|555|460|411|275|169|11849|188|North
* Jan 7,|2004|Wednesday|109|84|53|52|89|213|385|537|506|535|581|634|677|708|831|1083|1328|1391|900|562|535|450|273|181|12697|188|North
* Jan 8,|2004|Thursday|99|80|58|57|89|205|374|562|505|536|570|634|634|719|876|1089|1336|1360|888|573|515|444|290|205|12698|188|North
* Jan 9,|2004|Friday|109|85|59|57|81|192|327|488|507|569|613|736|776|889|1001|1296|1612|1557|1019|692|545|526|382|254|14372|188|North
* Jan 10,|2004|Saturday|150|106|70|45|51|100|184|314|517|673|801|822|841|832|883|913|932|815|650|522|400|402|300|209|11532|188|North
* Jan 11,|2004|Sunday|148|82|52|36|34|49|85|161|256|406|592|724|857|840|934|947|957|870|653|518|406|336|228|119|10290|188|North
* Jan 12,|2004|Monday|81|48|41|50|91|209|358|511|517|535|589|598|628|652|822|991|1250|1282|798|508|431|389|243|161|11783|188|North
* Jan 13,|2004|Tuesday|86|73|50|54|82|202|364|521|505|509|509|570|605|652|763|1032|1316|1299|787|555|460|411|275|169|11849|188|North
* Jan 14,|2004|Wednesday|109|84|53|52|89|213|385|537|506|535|581|634|677|708|831|1083|1328|1391|900|562|535|450|273|181|12697|188|North
* Jan 15,|2004|Thursday|99|80|58|57|89|205|374|562|505|536|570|634|634|719|876|1089|1336|1360|888|573|515|444|290|205|12698|188|North
* Jan 16,|2004|Friday|109|85|59|57|81|192|327|488|507|569|613|736|776|889|1001|1296|1612|1557|1019|692|545|526|382|254|14372|188|North
* Jan 17,|2004|Saturday|150|106|70|45|51|100|184|314|517|673|801|822|841|832|883|913|932|815|650|522|400|402|300|209|11532|188|North
* Jan 18,|2004|Sunday|148|82|52|36|34|49|85|161|256|406|592|724|857|840|934|947|957|870|653|518|406|336|228|119|10290|188|North
* Jan 19,|2004|Monday|81|48|41|50|91|209|358|511|517|535|589|598|628|652|822|991|1250|1282|798|508|431|389|243|161|11783|188|North
* Jan 20,|2004|Tuesday|86|73|50|54|82|202|364|521|505|509|509|570|605|652|763|1032|1316|1299|787|555|460|411|275|169|11849|188|North
* Jan 21,|2004|Wednesday|109|84|53|52|89|213|385|537|506|535|581|634|677|708|831|1083|1328|1391|900|562|535|450|273|181|12697|188|North
* Jan 22,|2004|Thursday|99|80|58|57|89|205|374|562|505|536|570|634|634|719|876|1089|1336|1360|888|573|515|444|290|205|12698|188|North
* Jan 23,|2004|Friday|109|85|59|57|81|192|327|488|507|569|613|736|776|889|1001|1296|1612|1557|1019|692|545|526|382|254|14372|188|North
* Jan 24,|2004|Saturday|150|106|70|45|51|100|184|314|517|673|801|822|841|832|883|913|932|815|650|522|400|402|300|209|11532|188|North
